,battery_name,block_duration,choice,exp_id,exp_stage,experiment_exp_id,finishtime,focus_shifts,full_screen,internal_node_id,key_press,large_amt,later_del,possible_responses,responses,rt,small_amt,stim_duration,stimulus,time_elapsed,trial_id,trial_index,trial_type,view_history,worker_id
kirby_0_0,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-0.0-0.0,13,,,,,4860,,,,4876,instruction,0,poldrack-text,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_1,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-0.0-1.0,,,,,,20928,,,,25804,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":20928}]",175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_2,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-1.0,13,,,,,4553,,,,31386,practice_intro,2,poldrack-text,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_3,Self Regulation Pilot,5386,,,practice,kirby,2016-04-08T17:28:06.852787Z,,,0.0-2.0,80,,,"[80, 81]",,5386,,5386,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,37787,stim,3,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_4,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-4.0,13,,,,,2640,,,,41433,test_intro,4,poldrack-text,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_5,Self Regulation Pilot,4825,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-0.0,81,55,117,"[80, 81]",,4825,54,4825,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,47268,stim,5,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_6,Self Regulation Pilot,2381,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-1.0,80,75,61,"[80, 81]",,2381,55,2381,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,50666,stim,6,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_7,Self Regulation Pilot,3090,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-2.0,80,25,53,"[80, 81]",,3090,19,3090,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,54762,stim,7,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_8,Self Regulation Pilot,2477,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-3.0,80,85,7,"[80, 81]",,2477,31,2477,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,58241,stim,8,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_9,Self Regulation Pilot,1562,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-4.0,80,25,19,"[80, 81]",,1562,14,1562,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,60820,stim,9,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_10,Self Regulation Pilot,2723,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-5.0,81,50,160,"[80, 81]",,2723,47,2723,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,64554,stim,10,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_11,Self Regulation Pilot,1371,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-6.0,80,35,13,"[80, 81]",,1371,15,1371,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,66931,stim,11,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_12,Self Regulation Pilot,1648,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-7.0,80,60,14,"[80, 81]",,1648,25,1648,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,69589,stim,12,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_13,Self Regulation Pilot,2620,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-8.0,81,80,192,"[80, 81]",,2620,78,2620,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,73217,stim,13,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_14,Self Regulation Pilot,1308,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-9.0,80,55,62,"[80, 81]",,1308,40,1308,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,75539,stim,14,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_15,Self Regulation Pilot,1230,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-10.0,80,30,7,"[80, 81]",,1230,11,1230,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,77779,stim,15,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_16,Self Regulation Pilot,2302,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-11.0,80,75,119,"[80, 81]",,2302,67,2302,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,81091,stim,16,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_17,Self Regulation Pilot,1593,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-12.0,81,35,186,"[80, 81]",,1593,34,1593,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,83701,stim,17,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_18,Self Regulation Pilot,1377,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-13.0,80,50,21,"[80, 81]",,1377,27,1377,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,86088,stim,18,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_19,Self Regulation Pilot,1174,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-14.0,80,85,91,"[80, 81]",,1174,69,1174,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,88277,stim,19,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_20,Self Regulation Pilot,1592,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-15.0,80,60,89,"[80, 81]",,1592,49,1592,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,90883,stim,20,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_21,Self Regulation Pilot,3593,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-16.0,80,85,157,"[80, 81]",,3593,80,3593,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,95494,stim,21,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_22,Self Regulation Pilot,1595,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-17.0,80,35,29,"[80, 81]",,1595,24,1595,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,98103,stim,22,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_23,Self Regulation Pilot,1746,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-18.0,80,80,14,"[80, 81]",,1746,33,1746,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,100858,stim,23,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_24,Self Regulation Pilot,4541,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-19.0,81,30,179,"[80, 81]",,4541,28,4541,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,106407,stim,24,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_25,Self Regulation Pilot,1421,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-20.0,80,50,30,"[80, 81]",,1421,34,1421,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,108842,stim,25,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_26,Self Regulation Pilot,4409,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-21.0,80,30,80,"[80, 81]",,4409,25,4409,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>80 days</font></center></div></div></div></div>,114262,stim,26,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_27,Self Regulation Pilot,1263,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-22.0,80,75,20,"[80, 81]",,1263,41,1263,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$41<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>20 days</font></center></div></div></div></div>,116537,stim,27,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_28,Self Regulation Pilot,3933,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-23.0,80,60,111,"[80, 81]",,3933,54,3933,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>111 days</font></center></div></div></div></div>,121479,stim,28,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_29,Self Regulation Pilot,3799,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-24.0,80,80,30,"[80, 81]",,3799,54,3799,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>30 days</font></center></div></div></div></div>,126290,stim,29,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_30,Self Regulation Pilot,19699,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-25.0,81,25,136,"[80, 81]",,19699,22,19699,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$22<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>136 days</font></center></div></div></div></div>,147010,stim,30,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_31,Self Regulation Pilot,1342,,,test,kirby,2016-04-08T17:28:06.852787Z,,,0.0-5.0-26.0,80,55,7,"[80, 81]",,1342,20,1342,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>7 days</font></center></div></div></div></div>,149366,stim,31,poldrack-single-stim,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_32,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-7.0,,,,,"{""Q0"":""Indicate my preference for receiving an amount of money now or a larger amount of money in the future"",""Q1"":""""}",32582,,,,182968,post task questions,32,survey-text,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_0_33,Self Regulation Pilot,,,,,kirby,2016-04-08T17:28:06.852787Z,,,0.0-8.0,13,,,,,2177,,,,186162,end,33,poldrack-text,,175c923b-6b6e-4fc1-9e17-4f912faaaa3a
kirby_1_0,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-0.0-0.0,13,,,,,7072,,,,7077,instruction,0,poldrack-text,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_1,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-0.0-1.0,,,,,,127323,,,,134406,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":127322}]",24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_2,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-1.0,13,,,,,3403,,,,138814,practice_intro,2,poldrack-text,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_3,Self Regulation Pilot,4650,,kirby,practice,kirby,2016-04-13T04:32:05.167503Z,,,0.0-2.0,81,,,"[80, 81]",,4650,,4650,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,144471,stim,3,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_4,Self Regulation Pilot,,,kirby,,kirby,2016-04-13T04:32:05.167503Z,,,0.0-4.0,13,,,,,2556,,,,148030,test_intro,4,poldrack-text,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_5,Self Regulation Pilot,3629,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-0.0,81,55,117,"[80, 81]",,3629,54,3629,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,152662,stim,5,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_6,Self Regulation Pilot,1269,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-1.0,81,75,61,"[80, 81]",,1269,55,1269,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,154935,stim,6,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_7,Self Regulation Pilot,2724,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-2.0,81,25,53,"[80, 81]",,2724,19,2724,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,158662,stim,7,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_8,Self Regulation Pilot,5182,larger_later,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-3.0,80,85,7,"[80, 81]",,5182,31,5182,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,164847,stim,8,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_9,Self Regulation Pilot,1292,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-4.0,81,25,19,"[80, 81]",,1292,14,1292,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,167142,stim,9,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_10,Self Regulation Pilot,1413,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-5.0,81,50,160,"[80, 81]",,1413,47,1413,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,169558,stim,10,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_11,Self Regulation Pilot,1316,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-6.0,81,35,13,"[80, 81]",,1316,15,1316,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,171878,stim,11,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_12,Self Regulation Pilot,2564,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-7.0,81,60,14,"[80, 81]",,2564,25,2564,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,175446,stim,12,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_13,Self Regulation Pilot,1645,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-8.0,81,80,192,"[80, 81]",,1645,78,1645,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,178094,stim,13,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_14,Self Regulation Pilot,1060,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-9.0,81,55,62,"[80, 81]",,1060,40,1060,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,180158,stim,14,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_15,Self Regulation Pilot,965,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-10.0,81,30,7,"[80, 81]",,965,11,965,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,182126,stim,15,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_16,Self Regulation Pilot,1357,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-11.0,81,75,119,"[80, 81]",,1357,67,1357,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,184487,stim,16,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_17,Self Regulation Pilot,861,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-12.0,81,35,186,"[80, 81]",,861,34,861,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,186350,stim,17,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_18,Self Regulation Pilot,1157,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-13.0,81,50,21,"[80, 81]",,1157,27,1157,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,188510,stim,18,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_19,Self Regulation Pilot,1684,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-14.0,81,85,91,"[80, 81]",,1684,69,1684,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,191198,stim,19,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
kirby_1_20,Self Regulation Pilot,949,smaller_sooner,kirby,test,kirby,2016-04-13T04:32:05.167503Z,,,0.0-5.0-15.0,81,60,89,"[80, 81]",,949,49,949,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,193150,stim,20,poldrack-single-stim,,24cc8fd3-7890-4683-974e-38ed3c645838
