,battery_name,block_duration,choice,exp_id,exp_stage,experiment_exp_id,finishtime,focus_shifts,full_screen,internal_node_id,key_press,large_amt,later_del,possible_responses,responses,rt,small_amt,stim_duration,stimulus,time_elapsed,trial_id,trial_index,trial_type,view_history,worker_id
kirby_21_7,Self Regulation Pilot,2275,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-2.0,81,25,53,"[80, 81]",,2275,19,2275,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,50762,stim,7,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_8,Self Regulation Pilot,1608,larger_later,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-3.0,80,85,7,"[80, 81]",,1608,31,1608,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,53372,stim,8,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_9,Self Regulation Pilot,2452,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-4.0,81,25,19,"[80, 81]",,2452,14,2452,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,56828,stim,9,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_10,Self Regulation Pilot,2318,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-5.0,81,50,160,"[80, 81]",,2318,47,2318,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,60157,stim,10,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_11,Self Regulation Pilot,3543,larger_later,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-6.0,80,35,13,"[80, 81]",,3543,15,3543,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,64705,stim,11,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_12,Self Regulation Pilot,6927,larger_later,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-7.0,80,60,14,"[80, 81]",,6927,25,6927,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,72635,stim,12,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_13,Self Regulation Pilot,2693,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-8.0,81,80,192,"[80, 81]",,2693,78,2693,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,76330,stim,13,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_14,Self Regulation Pilot,1379,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-9.0,81,55,62,"[80, 81]",,1379,40,1379,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,78715,stim,14,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_15,Self Regulation Pilot,1374,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-10.0,81,30,7,"[80, 81]",,1374,11,1374,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,81093,stim,15,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_16,Self Regulation Pilot,1217,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-11.0,81,75,119,"[80, 81]",,1217,67,1217,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,83316,stim,16,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_17,Self Regulation Pilot,1275,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-12.0,81,35,186,"[80, 81]",,1275,34,1275,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,85595,stim,17,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_18,Self Regulation Pilot,1646,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-13.0,81,50,21,"[80, 81]",,1646,27,1646,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,88244,stim,18,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_19,Self Regulation Pilot,963,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-14.0,81,85,91,"[80, 81]",,963,69,963,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,90211,stim,19,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_20,Self Regulation Pilot,1205,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-15.0,81,60,89,"[80, 81]",,1205,49,1205,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,92419,stim,20,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_21,Self Regulation Pilot,764,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-16.0,81,85,157,"[80, 81]",,764,80,764,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,94187,stim,21,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_22,Self Regulation Pilot,794,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-17.0,81,35,29,"[80, 81]",,794,24,794,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,95987,stim,22,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_23,Self Regulation Pilot,748,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-18.0,81,80,14,"[80, 81]",,748,33,748,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,97739,stim,23,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_24,Self Regulation Pilot,1036,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-19.0,81,30,179,"[80, 81]",,1036,28,1036,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,99780,stim,24,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_25,Self Regulation Pilot,778,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-20.0,81,50,30,"[80, 81]",,778,34,778,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,101563,stim,25,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_26,Self Regulation Pilot,2428,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-21.0,81,30,80,"[80, 81]",,2428,25,2428,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>80 days</font></center></div></div></div></div>,104995,stim,26,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_27,Self Regulation Pilot,1494,larger_later,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-22.0,80,75,20,"[80, 81]",,1494,41,1494,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$41<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>20 days</font></center></div></div></div></div>,107493,stim,27,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_28,Self Regulation Pilot,975,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-23.0,81,60,111,"[80, 81]",,975,54,975,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>111 days</font></center></div></div></div></div>,109484,stim,28,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_29,Self Regulation Pilot,1203,larger_later,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-24.0,80,80,30,"[80, 81]",,1203,54,1203,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>30 days</font></center></div></div></div></div>,111692,stim,29,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_30,Self Regulation Pilot,1391,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-25.0,81,25,136,"[80, 81]",,1391,22,1391,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$22<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>136 days</font></center></div></div></div></div>,114099,stim,30,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_31,Self Regulation Pilot,1038,smaller_sooner,kirby,test,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-5.0-26.0,81,55,7,"[80, 81]",,1038,20,1038,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>7 days</font></center></div></div></div></div>,116156,stim,31,poldrack-single-stim,,A2W59CL4UQ3S4S
kirby_21_32,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-7.0,,,,,"{""Q0"":""I was asked to decide between two options. One option gave an amount of money I could receive today. The other option gave an amount of money I could receive a certain length of time from now."",""Q1"":""Thanks for another fun survey!""}",87385,,,,204554,post task questions,32,survey-text,,A2W59CL4UQ3S4S
kirby_21_33,Self Regulation Pilot,,,kirby,,kirby,2016-05-16T04:16:28.268372Z,0,TRUE,0.0-8.0,13,,,,,1257,,,,206818,end,33,poldrack-text,,A2W59CL4UQ3S4S
kirby_22_0,Self Regulation Pilot,,,kirby,,kirby,2016-05-17T09:23:37.026486Z,1,TRUE,0.0-0.0-0.0,13,,,,,1946,,,,1950,instruction,0,poldrack-text,,A2WGW5Y3ZFBDEC
kirby_22_1,Self Regulation Pilot,,,kirby,,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-0.0-1.0,,,,,,12943,,,,14904,instruction,1,poldrack-instructions,"[{""page_index"":0,""viewing_time"":12940}]",A2WGW5Y3ZFBDEC
kirby_22_2,Self Regulation Pilot,,,kirby,,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-1.0,13,,,,,2757,,,,18672,practice_intro,2,poldrack-text,,A2WGW5Y3ZFBDEC
kirby_22_3,Self Regulation Pilot,2838,,kirby,practice,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-2.0,80,,,"[80, 81]",,2838,,2838,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$20<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>5 days</font></center></div></div></div></div>,22521,stim,3,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_4,Self Regulation Pilot,,,kirby,,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-4.0,13,,,,,1929,,,,25452,test_intro,4,poldrack-text,,A2WGW5Y3ZFBDEC
kirby_22_5,Self Regulation Pilot,2741,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-0.0,81,55,117,"[80, 81]",,2741,54,2741,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$54<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>117 days</font></center></div></div></div></div>,29200,stim,5,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_6,Self Regulation Pilot,3934,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-1.0,81,75,61,"[80, 81]",,3934,55,3934,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$55<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>61 days</font></center></div></div></div></div>,34138,stim,6,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_7,Self Regulation Pilot,2773,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-2.0,80,25,53,"[80, 81]",,2773,19,2773,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$19<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>53 days</font></center></div></div></div></div>,37915,stim,7,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_8,Self Regulation Pilot,1664,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-3.0,80,85,7,"[80, 81]",,1664,31,1664,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$31<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>7 days</font></center></div></div></div></div>,40584,stim,8,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_9,Self Regulation Pilot,2147,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-4.0,80,25,19,"[80, 81]",,2147,14,2147,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$14<br>today</font></center></div><div id = 'option'><center><font color='green'>$25<br>19 days</font></center></div></div></div></div>,43733,stim,9,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_10,Self Regulation Pilot,1990,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-5.0,81,50,160,"[80, 81]",,1990,47,1990,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$47<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>160 days</font></center></div></div></div></div>,46726,stim,10,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_11,Self Regulation Pilot,2903,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-6.0,80,35,13,"[80, 81]",,2903,15,2903,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$15<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>13 days</font></center></div></div></div></div>,50638,stim,11,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_12,Self Regulation Pilot,1544,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-7.0,80,60,14,"[80, 81]",,1544,25,1544,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$25<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>14 days</font></center></div></div></div></div>,53184,stim,12,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_13,Self Regulation Pilot,2299,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-8.0,81,80,192,"[80, 81]",,2299,78,2299,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$78<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>192 days</font></center></div></div></div></div>,56489,stim,13,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_14,Self Regulation Pilot,1783,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-9.0,81,55,62,"[80, 81]",,1783,40,1783,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$40<br>today</font></center></div><div id = 'option'><center><font color='green'>$55<br>62 days</font></center></div></div></div></div>,59282,stim,14,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_15,Self Regulation Pilot,1333,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-10.0,80,30,7,"[80, 81]",,1333,11,1333,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$11<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>7 days</font></center></div></div></div></div>,61618,stim,15,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_16,Self Regulation Pilot,2511,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-11.0,81,75,119,"[80, 81]",,2511,67,2511,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$67<br>today</font></center></div><div id = 'option'><center><font color='green'>$75<br>119 days</font></center></div></div></div></div>,65133,stim,16,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_17,Self Regulation Pilot,1554,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-12.0,81,35,186,"[80, 81]",,1554,34,1554,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>186 days</font></center></div></div></div></div>,67695,stim,17,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_18,Self Regulation Pilot,1912,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-13.0,80,50,21,"[80, 81]",,1912,27,1912,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$27<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>21 days</font></center></div></div></div></div>,70615,stim,18,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_19,Self Regulation Pilot,1903,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-14.0,81,85,91,"[80, 81]",,1903,69,1903,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$69<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>91 days</font></center></div></div></div></div>,73519,stim,19,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_20,Self Regulation Pilot,2236,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-15.0,81,60,89,"[80, 81]",,2236,49,2236,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$49<br>today</font></center></div><div id = 'option'><center><font color='green'>$60<br>89 days</font></center></div></div></div></div>,76760,stim,20,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_21,Self Regulation Pilot,1413,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-16.0,81,85,157,"[80, 81]",,1413,80,1413,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$80<br>today</font></center></div><div id = 'option'><center><font color='green'>$85<br>157 days</font></center></div></div></div></div>,79183,stim,21,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_22,Self Regulation Pilot,1493,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-17.0,80,35,29,"[80, 81]",,1493,24,1493,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$24<br>today</font></center></div><div id = 'option'><center><font color='green'>$35<br>29 days</font></center></div></div></div></div>,81679,stim,22,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_23,Self Regulation Pilot,1961,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-18.0,80,80,14,"[80, 81]",,1961,33,1961,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$33<br>today</font></center></div><div id = 'option'><center><font color='green'>$80<br>14 days</font></center></div></div></div></div>,84642,stim,23,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_24,Self Regulation Pilot,2329,smaller_sooner,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-19.0,81,30,179,"[80, 81]",,2329,28,2329,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$28<br>today</font></center></div><div id = 'option'><center><font color='green'>$30<br>179 days</font></center></div></div></div></div>,88105,stim,24,poldrack-single-stim,,A2WGW5Y3ZFBDEC
kirby_22_25,Self Regulation Pilot,1522,larger_later,kirby,test,kirby,2016-05-17T09:23:37.026486Z,0,TRUE,0.0-5.0-20.0,80,50,30,"[80, 81]",,1522,34,1522,<div class = centerbox id='container'><p class = center-block-text>Please select the option that you would prefer pressing <strong>'q'</strong> for left <strong>'p'</strong> for right:</p><div class='table'><div class='row'><div id = 'option'><center><font color='green'>$34<br>today</font></center></div><div id = 'option'><center><font color='green'>$50<br>30 days</font></center></div></div></div></div>,90632,stim,25,poldrack-single-stim,,A2WGW5Y3ZFBDEC
